"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55010500016004","551050016004","93","10"
"G55010500017001","551050017001","89","10"
"G55010500017002","551050017002","85","9"
"G55010500017003","551050017003","83","9"
"G55010500018001","551050018001","98","10"
"G55010500018002","551050018002","98","10"
"G55010500018003","551050018003","98","10"
"G55010500018004","551050018004","87","10"
"G55010500019001","551050019001","78","8"
"G55010500019002","551050019002","56","5"
"G55010500020001","551050020001","93","10"
"G55010500020002","551050020002","79","9"
"G55010500021001","551050021001","83","9"
"G55010500021002","551050021002","82","9"
"G55010500021003","551050021003","82","9"
"G55010500022001","551050022001","54","5"
"G55010500022002","551050022002","64","6"
"G55010500023001","551050023001","96","10"
"G55010500023002","551050023002","95","10"
"G55010500024001","551050024001","52","4"
"G55010500024002","551050024002","62","6"
"G55010500024003","551050024003","61","6"
"G55010500025001","551050025001","73","8"
"G55010500025002","551050025002","80","9"
"G55010500026011","551050026011","63","6"
"G55010500026012","551050026012","66","7"
"G55010500026013","551050026013","60","6"
"G55010500026021","551050026021","50","4"
"G55010500026022","551050026022","51","4"
"G55010500027001","551050027001","45","3"
"G55010500027002","551050027002","45","3"
"G55010500028001","551050028001","42","3"
"G55010500028002","551050028002","52","4"
"G55010500028003","551050028003","67","7"
"G55010500028004","551050028004","63","6"
"G55010500029011","551050029011","52","4"
"G55010500029012","551050029012","47","3"
"G55010500029021","551050029021","60","6"
"G55010500029022","551050029022","53","4"
"G55010500029023","551050029023","42","3"
"G55010500030011","551050030011","67","7"
"G55010500030012","551050030012","65","6"
"G55010500030013","551050030013","62","6"
"G55010500030014","551050030014","61","6"
"G55010500030021","551050030021","45","3"
"G55010500030022","551050030022","41","3"
"G55010500030023","551050030023","41","3"
"G55010500030024","551050030024","41","3"
"G55010500031011","551050031011","52","4"
"G55010500031012","551050031012","53","4"
"G55010500031021","551050031021","48","4"
"G55010500031022","551050031022","62","6"
"G55010500031023","551050031023","60","6"
"G55010500032001","551050032001","51","4"
"G55010500032002","551050032002","40","2"
"G55010500032003","551050032003","43","3"
"G55010500033001","551050033001","49","4"
"G55010500033002","551050033002","64","6"
"G55010500033003","551050033003","64","6"
"G55010709601001","551079601001","65","6"
"G55010709601002","551079601002","82","9"
"G55010709601003","551079601003","71","7"
"G55010709601004","551079601004","93","10"
"G55010709602001","551079602001","62","6"
"G55010709602002","551079602002","71","7"
"G55010709602003","551079602003","69","7"
"G55010709603001","551079603001","88","10"
"G55010709603002","551079603002","67","7"
"G55010709603003","551079603003","55","5"
"G55010709604001","551079604001","72","8"
"G55010709604002","551079604002","72","8"
"G55010709604003","551079604003","73","8"
"G55010709605001","551079605001","85","9"
"G55010709605002","551079605002","87","10"
"G55010709605003","551079605003","92","10"
"G55010709605004","551079605004","93","10"
"G55010901201001","551091201001","43","3"
"G55010901201002","551091201002","38","2"
"G55010901202011","551091202011","31","2"
"G55010901202012","551091202012","43","3"
"G55010901202021","551091202021","21","1"
"G55010901202022","551091202022","14","1"
"G55010901202023","551091202023","22","1"
"G55010901203001","551091203001","27","1"
"G55010901203002","551091203002","31","2"
"G55010901203003","551091203003","29","1"
"G55010901203004","551091203004","22","1"
"G55010901204011","551091204011","39","2"
"G55010901204012","551091204012","35","2"
"G55010901204013","551091204013","50","4"
"G55010901204014","551091204014","24","1"
"G55010901204021","551091204021","22","1"
"G55010901204022","551091204022","22","1"
"G55010901205011","551091205011","61","6"
"G55010901205012","551091205012","39","2"
"G55010901205013","551091205013","49","4"
"G55010901205021","551091205021","45","3"
"G55010901205022","551091205022","61","6"
"G55010901205023","551091205023","38","2"
"G55010901206011","551091206011","28","1"
"G55010901206012","551091206012","41","3"
"G55010901206021","551091206021","45","3"
"G55010901206022","551091206022","45","3"
"G55010901206023","551091206023","44","3"
"G55010901206024","551091206024","54","5"
"G55010901207001","551091207001","40","2"
"G55010901207002","551091207002","51","4"
"G55010901207003","551091207003","45","3"
"G55010901207004","551091207004","35","2"
"G55010901208011","551091208011","45","3"
"G55010901208012","551091208012","63","6"
"G55010901208021","551091208021","36","2"
"G55010901208022","551091208022","44","3"
"G55010901208023","551091208023","66","7"
"G55010901208024","551091208024","43","3"
"G55010901209011","551091209011","40","2"
"G55010901209012","551091209012","41","3"
"G55010901209041","551091209041","28","1"
"G55010901209042","551091209042","28","1"
"G55010901209043","551091209043","22","1"
"G55010901209051","551091209051","42","3"
"G55010901209052","551091209052","30","1"
"G55010901209053","551091209053","43","3"
"G55010901209061","551091209061","15","1"
"G55010901209062","551091209062","11","1"
"G55010901210001","551091210001","56","5"
"G55010901210002","551091210002","31","2"
"G55010901210003","551091210003","29","1"
"G55010901210004","551091210004","65","6"
"G55011100001011","551110001011","39","2"
"G55011100001021","551110001021","87","10"
"G55011100001022","551110001022","72","8"
"G55011100001031","551110001031","56","5"
"G55011100001041","551110001041","73","8"
"G55011100002001","551110002001","41","3"
"G55011100002002","551110002002","39","2"
"G55011100002003","551110002003","49","4"
"G55011100002004","551110002004","63","6"
"G55011100002005","551110002005","70","7"
"G55011100003011","551110003011","72","8"
"G55011100003012","551110003012","72","8"
"G55011100003021","551110003021","64","6"
"G55011100003031","551110003031","68","7"
"G55011100003032","551110003032","52","4"
"G55011100004011","551110004011","67","7"
"G55011100004012","551110004012","64","6"
"G55011100004013","551110004013","54","5"
"G55011100004014","551110004014","40","2"
"G55011100004021","551110004021","68","7"
"G55011100004022","551110004022","61","6"
"G55011100004023","551110004023","68","7"
"G55011100005001","551110005001","38","2"
"G55011100005002","551110005002","30","1"
"G55011100005003","551110005003","66","7"
"G55011100006011","551110006011","35","2"
"G55011100006021","551110006021","54","5"
"G55011100006031","551110006031","34","2"
"G55011100006032","551110006032","41","3"
"G55011100007001","551110007001","45","3"
"G55011100007002","551110007002","47","3"
"G55011100008001","551110008001","56","5"
"G55011100008002","551110008002","51","4"
"G55011100009011","551110009011","57","5"
"G55011100009021","551110009021","76","8"
"G55011100009022","551110009022","37","2"
"G55011100009031","551110009031","46","3"
"G55011100010021","551110010021","68","7"
"G55011100010022","551110010022","85","9"
"G55011100010031","551110010031","58","5"
"G55011100010041","551110010041","61","6"
"G55011100010042","551110010042","57","5"
"G55011100010051","551110010051","56","5"
"G55011100011001","551110011001","51","4"
"G55011100011002","551110011002","49","4"
"G55011100011003","551110011003","50","4"
"G55011301003001","551131003001","57","5"
"G55011301003002","551131003002","70","7"
"G55011301003003","551131003003","80","9"
"G55011301004001","551131004001","50","4"
"G55011301004002","551131004002","37","2"
"G55011301004003","551131004003","38","2"
"G55011301005011","551131005011","50","4"
"G55011301005012","551131005012","48","4"
"G55011301005021","551131005021","48","4"
"G55011301005022","551131005022","41","3"
"G55011301005023","551131005023","48","4"
"G55011301007001","551131007001","87","10"
"G55011301007002","551131007002","77","8"
"G55011301008001","551131008001","69","7"
"G55011301008002","551131008002","88","10"
"G55011301008003","551131008003","67","7"
"G55011309400011","551139400011","59","5"
"G55011309400012","551139400012","87","10"
"G55011309400021","551139400021","83","9"
"G55011309400022","551139400022","74","8"
"G55011501001001","551151001001","54","5"
"G55011501001002","551151001002","70","7"
"G55011501001003","551151001003","63","6"
"G55011501002001","551151002001","70","7"
"G55011501002002","551151002002","69","7"
"G55011501003001","551151003001","59","5"
"G55011501003002","551151003002","70","7"
"G55011501003003","551151003003","61","6"
"G55011501004001","551151004001","78","8"
"G55011501004002","551151004002","88","10"
"G55011501004003","551151004003","86","9"
"G55011501005001","551151005001","84","9"
"G55011501005002","551151005002","84","9"
"G55011501005003","551151005003","78","8"
"G55011501006001","551151006001","81","9"
"G55011501006002","551151006002","71","7"
"G55011501006003","551151006003","75","8"
"G55011501007001","551151007001","74","8"
"G55011501007002","551151007002","72","8"
"G55011501007003","551151007003","81","9"
"G55011501008001","551151008001","70","7"
"G55011501008002","551151008002","66","7"
"G55011501008003","551151008003","85","9"
"G55011501008004","551151008004","82","9"
"G55011501009001","551151009001","53","4"
"G55011501009002","551151009002","68","7"
"G55011501009003","551151009003","66","7"
"G55011501010001","551151010001","65","6"
"G55011501010002","551151010002","55","5"
"G55011501011001","551151011001","47","3"
"G55011501011002","551151011002","46","3"
"G55011501011003","551151011003","48","4"
"G55011700001001","551170001001","76","8"
"G55011700001002","551170001002","57","5"
"G55011700002011","551170002011","90","10"
"G55011700002012","551170002012","82","9"
"G55011700002021","551170002021","76","8"
"G55011700002022","551170002022","76","8"
"G55011700003001","551170003001","67","7"
"G55011700003002","551170003002","79","9"
"G55011700003003","551170003003","68","7"
"G55011700003004","551170003004","74","8"
"G55011700004001","551170004001","81","9"
"G55011700004002","551170004002","71","7"
"G55011700005001","551170005001","89","10"
"G55011700005002","551170005002","93","10"
"G55011700005003","551170005003","93","10"
"G55011700008001","551170008001","93","10"
"G55011700008002","551170008002","94","10"
"G55011700008003","551170008003","85","9"
"G55011700009001","551170009001","88","10"
"G55011700009002","551170009002","74","8"
"G55011700009003","551170009003","76","8"
"G55011700010001","551170010001","75","8"
"G55011700010002","551170010002","68","7"
"G55011700010003","551170010003","67","7"
"G55011700010004","551170010004","73","8"
"G55011700011001","551170011001","75","8"
"G55011700011002","551170011002","69","7"
"G55011700101001","551170101001","45","3"
"G55011700102001","551170102001","50","4"
"G55011700102002","551170102002","50","4"
"G55011700103001","551170103001","30","1"
"G55011700103002","551170103002","44","3"
"G55011700103003","551170103003","36","2"
"G55011700104001","551170104001","51","4"
"G55011700104002","551170104002","GQ","GQ"
"G55011700105021","551170105021","64","6"
"G55011700105022","551170105022","62","6"
"G55011700105031","551170105031","63","6"
"G55011700105032","551170105032","72","8"
"G55011700105041","551170105041","39","2"
"G55011700105042","551170105042","57","5"
"G55011700105043","551170105043","56","5"
"G55011700106011","551170106011","61","6"
"G55011700106012","551170106012","73","8"
"G55011700106013","551170106013","55","5"
"G55011700106021","551170106021","72","8"
"G55011700106022","551170106022","54","5"
"G55011700107001","551170107001","41","3"
"G55011700107002","551170107002","39","2"
"G55011700107003","551170107003","41","3"
"G55011700107004","551170107004","34","2"
"G55011700108001","551170108001","40","2"
"G55011700108002","551170108002","43","3"
"G55011700109001","551170109001","47","3"
"G55011700109002","551170109002","43","3"
"G55011700110001","551170110001","51","4"
"G55011700110002","551170110002","50","4"
"G55011700111001","551170111001","45","3"
"G55011700111002","551170111002","46","3"
"G55011700112001","551170112001","43","3"
"G55011700112002","551170112002","57","5"
"G55011700112003","551170112003","57","5"
"G55011700113011","551170113011","46","3"
"G55011700113012","551170113012","61","6"
"G55011700113021","551170113021","40","3"
"G55011700113022","551170113022","53","4"
"G55011700114001","551170114001","57","5"
"G55011700114002","551170114002","81","9"
"G55011709900000","551179900000","PH","PH"
"G55011909601001","551199601001","69","7"
"G55011909601002","551199601002","83","9"
"G55011909601003","551199601003","64","6"
"G55011909602001","551199602001","65","6"
"G55011909602002","551199602002","65","6"
"G55011909603001","551199603001","67","7"
"G55011909603002","551199603002","70","7"
"G55011909603003","551199603003","78","8"
"G55011909604001","551199604001","64","6"
"G55011909604002","551199604002","84","9"
"G55011909604003","551199604003","62","6"
"G55011909604004","551199604004","65","6"
"G55011909605001","551199605001","80","9"
"G55011909605002","551199605002","83","9"
"G55011909605003","551199605003","74","8"
"G55011909606001","551199606001","68","7"
"G55011909606002","551199606002","66","7"
"G55011909606003","551199606003","69","7"
"G55012101001001","551211001001","77","8"
"G55012101001002","551211001002","62","6"
"G55012101001003","551211001003","55","5"
"G55012101002001","551211002001","63","6"
"G55012101002002","551211002002","59","5"
"G55012101003001","551211003001","71","7"
"G55012101003002","551211003002","66","7"
"G55012101004001","551211004001","62","6"
"G55012101004002","551211004002","70","7"
"G55012101004003","551211004003","80","9"
"G55012101005001","551211005001","58","5"
"G55012101005002","551211005002","79","9"
"G55012101005003","551211005003","59","5"
"G55012101006001","551211006001","73","8"
"G55012101006002","551211006002","59","5"
"G55012101006003","551211006003","77","8"
"G55012101007001","551211007001","53","4"
"G55012101007002","551211007002","57","5"
"G55012101007003","551211007003","66","7"
"G55012101008001","551211008001","54","5"
"G55012101008002","551211008002","47","3"
"G55012101008003","551211008003","50","4"
"G55012309601001","551239601001","67","7"
"G55012309601002","551239601002","81","9"
"G55012309601003","551239601003","61","6"
"G55012309602001","551239602001","74","8"
"G55012309602002","551239602002","40","3"
"G55012309602003","551239602003","65","6"
"G55012309602004","551239602004","91","10"
"G55012309603001","551239603001","60","6"
"G55012309603002","551239603002","70","7"
"G55012309603003","551239603003","75","8"
"G55012309603004","551239603004","56","5"
"G55012309604001","551239604001","76","8"
"G55012309604002","551239604002","74","8"
"G55012309604003","551239604003","61","6"
"G55012309604004","551239604004","70","7"
"G55012309605001","551239605001","63","6"
"G55012309605002","551239605002","80","9"
"G55012309605003","551239605003","55","5"
"G55012309605004","551239605004","63","6"
"G55012309606001","551239606001","75","8"
"G55012309606002","551239606002","48","4"
"G55012309606003","551239606003","44","3"
"G55012309607001","551239607001","67","7"
"G55012309607002","551239607002","43","3"
"G55012309607003","551239607003","68","7"
"G55012309607004","551239607004","68","7"
"G55012509400001","551259400001","38","2"
"G55012509400002","551259400002","66","7"
"G55012509502011","551259502011","63","6"
"G55012509502012","551259502012","62","6"
"G55012509502013","551259502013","58","5"
"G55012509502021","551259502021","63","6"
"G55012509502022","551259502022","45","3"
"G55012509505011","551259505011","72","8"
"G55012509505012","551259505012","67","7"
"G55012509505013","551259505013","55","5"
"G55012509505021","551259505021","79","9"
"G55012509505022","551259505022","41","3"
"G55012509505023","551259505023","56","5"
"G55012509506011","551259506011","32","2"
"G55012509506012","551259506012","31","2"
"G55012509506013","551259506013","34","2"
"G55012509506021","551259506021","43","3"
"G55012509507001","551259507001","57","5"
"G55012509507002","551259507002","55","5"
"G55012509507003","551259507003","56","5"
"G55012509507004","551259507004","68","7"
"G55012700001021","551270001021","29","1"
"G55012700001022","551270001022","35","2"
"G55012700001031","551270001031","52","4"
"G55012700001032","551270001032","63","6"
"G55012700001033","551270001033","54","5"
"G55012700001041","551270001041","32","2"
"G55012700001042","551270001042","27","1"
"G55012700001043","551270001043","44","3"
"G55012700002011","551270002011","35","2"
"G55012700002012","551270002012","32","2"
"G55012700002013","551270002013","31","2"
"G55012700002021","551270002021","33","2"
"G55012700002022","551270002022","30","1"
"G55012700002023","551270002023","32","2"
"G55012700003011","551270003011","35","2"
"G55012700003012","551270003012","58","5"
"G55012700003013","551270003013","41","3"
"G55012700003014","551270003014","38","2"
"G55012700003031","551270003031","41","3"
"G55012700003032","551270003032","29","1"
"G55012700003033","551270003033","41","3"
"G55012700003041","551270003041","48","4"
"G55012700003042","551270003042","50","4"
"G55012700003043","551270003043","53","4"
"G55012700004001","551270004001","77","8"
"G55012700004002","551270004002","64","6"
"G55012700004003","551270004003","67","7"
"G55012700004004","551270004004","64","6"
"G55012700005011","551270005011","GQ","GQ"
"G55012700005012","551270005012","51","4"
"G55012700005021","551270005021","52","4"
"G55012700005022","551270005022","75","8"
"G55012700005023","551270005023","72","8"
"G55012700006001","551270006001","62","6"
"G55012700006002","551270006002","62","6"
"G55012700006003","551270006003","60","6"
"G55012700006004","551270006004","64","6"
"G55012700007011","551270007011","54","5"
"G55012700007012","551270007012","59","5"
"G55012700007013","551270007013","63","6"
"G55012700007021","551270007021","70","7"
"G55012700007022","551270007022","70","7"
"G55012700007023","551270007023","66","7"
"G55012700007024","551270007024","69","7"
"G55012700008011","551270008011","61","6"
"G55012700008021","551270008021","39","2"
"G55012700008022","551270008022","40","3"
"G55012700008023","551270008023","66","7"
"G55012700009011","551270009011","51","4"
"G55012700009012","551270009012","54","5"
"G55012700009013","551270009013","59","5"
"G55012700009014","551270009014","50","4"
"G55012700009015","551270009015","54","5"
"G55012700009016","551270009016","45","3"
"G55012700009021","551270009021","64","6"
"G55012700009022","551270009022","59","5"
"G55012700010001","551270010001","44","3"
"G55012700010002","551270010002","57","5"
"G55012700010003","551270010003","28","1"
"G55012700010004","551270010004","32","2"
"G55012700015011","551270015011","53","4"
"G55012700015012","551270015012","48","4"
"G55012700015013","551270015013","25","1"
"G55012700015031","551270015031","66","7"
"G55012700015032","551270015032","57","5"
"G55012700015041","551270015041","39","2"
"G55012700015042","551270015042","55","5"
"G55012700015043","551270015043","36","2"
"G55012700015044","551270015044","41","3"
"G55012700016031","551270016031","46","3"
"G55012700016032","551270016032","45","3"
"G55012700016051","551270016051","38","2"
"G55012700016052","551270016052","49","4"
"G55012700016053","551270016053","56","5"
"G55012700016061","551270016061","26","1"
"G55012700016062","551270016062","27","1"
"G55012700016071","551270016071","29","1"
"G55012700016072","551270016072","17","1"
"G55012700016073","551270016073","22","1"
"G55012700016081","551270016081","58","5"
"G55012700016082","551270016082","58","5"
"G55012700017011","551270017011","73","8"
"G55012700017012","551270017012","41","3"
"G55012700017013","551270017013","57","5"
"G55012700017014","551270017014","70","7"
"G55012700017015","551270017015","69","7"
"G55012700017021","551270017021","53","4"
"G55012700017022","551270017022","28","1"
"G55012700017023","551270017023","52","4"
"G55012700017024","551270017024","59","5"
"G55012909501001","551299501001","73","8"
"G55012909501002","551299501002","85","9"
"G55012909501003","551299501003","58","5"
"G55012909502001","551299502001","59","5"
"G55012909502002","551299502002","54","5"
"G55012909503001","551299503001","75","8"
"G55012909503002","551299503002","68","7"
"G55012909503003","551299503003","64","6"
"G55012909503004","551299503004","48","4"
"G55012909505011","551299505011","79","9"
"G55012909505012","551299505012","72","8"
"G55012909505021","551299505021","40","3"
"G55012909505022","551299505022","81","9"
"G55012909505023","551299505023","54","5"
"G55012909506001","551299506001","61","6"
"G55012909506002","551299506002","83","9"
"G55012909506003","551299506003","68","7"
"G55012909506004","551299506004","64","6"
"G55013104001021","551314001021","44","3"
"G55013104001022","551314001022","52","4"
"G55013104001031","551314001031","35","2"
"G55013104001032","551314001032","34","2"
"G55013104001033","551314001033","32","2"
"G55013104001041","551314001041","40","3"
"G55013104001042","551314001042","44","3"
"G55013104001043","551314001043","35","2"
"G55013104101001","551314101001","48","4"
"G55013104101002","551314101002","50","4"
"G55013104101003","551314101003","49","4"
"G55013104101004","551314101004","33","2"
"G55013104201041","551314201041","31","2"
"G55013104201042","551314201042","40","3"
"G55013104201043","551314201043","46","3"
"G55013104201051","551314201051","52","4"
"G55013104201052","551314201052","50","4"
"G55013104201053","551314201053","66","7"
"G55013104201061","551314201061","51","4"
"G55013104201062","551314201062","53","4"
"G55013104201071","551314201071","27","1"
"G55013104201072","551314201072","67","7"
"G55013104201073","551314201073","41","3"
"G55013104201081","551314201081","33","2"
"G55013104201082","551314201082","23","1"
"G55013104202001","551314202001","85","9"
"G55013104202002","551314202002","56","5"
"G55013104202003","551314202003","43","3"
"G55013104202004","551314202004","49","4"
"G55013104202005","551314202005","42","3"
"G55013104203001","551314203001","62","6"
"G55013104203002","551314203002","64","6"
"G55013104203003","551314203003","56","5"
"G55013104203004","551314203004","56","5"
"G55013104204011","551314204011","58","5"
"G55013104204012","551314204012","70","7"
"G55013104204013","551314204013","57","5"
"G55013104204021","551314204021","67","7"
"G55013104204022","551314204022","68","7"
"G55013104301001","551314301001","24","1"
"G55013104301002","551314301002","62","6"
"G55013104301003","551314301003","42","3"
"G55013104401031","551314401031","47","3"
"G55013104401032","551314401032","50","4"
"G55013104401041","551314401041","40","3"
"G55013104401042","551314401042","53","4"
"G55013104401043","551314401043","53","4"
"G55013104401044","551314401044","51","4"
"G55013104401051","551314401051","33","2"
"G55013104401052","551314401052","35","2"
"G55013104401061","551314401061","27","1"
"G55013104401062","551314401062","32","2"
"G55013104402001","551314402001","64","6"
"G55013104402002","551314402002","70","7"
"G55013104402003","551314402003","62","6"
"G55013104402004","551314402004","65","6"
"G55013104501031","551314501031","41","3"
"G55013104501032","551314501032","41","3"
"G55013104501033","551314501033","41","3"
"G55013104501034","551314501034","41","3"
"G55013104501051","551314501051","35","2"
"G55013104501052","551314501052","23","1"
"G55013104501061","551314501061","36","2"
"G55013104501062","551314501062","58","5"
"G55013104501063","551314501063","30","1"
"G55013104501071","551314501071","34","2"
"G55013104501072","551314501072","38","2"
"G55013104501073","551314501073","41","3"
"G55013104501081","551314501081","34","2"
"G55013104501082","551314501082","38","2"
"G55013104601011","551314601011","21","1"
"G55013104601012","551314601012","20","1"
"G55013104601013","551314601013","21","1"
"G55013104601014","551314601014","22","1"
"G55013104601021","551314601021","37","2"
"G55013104601022","551314601022","31","2"
"G55013104601023","551314601023","32","2"
"G55013104601024","551314601024","17","1"
"G55013104701001","551314701001","29","1"
"G55013104701002","551314701002","25","1"
"G55013104701003","551314701003","40","3"
"G55013104701004","551314701004","27","1"
"G55013104702021","551314702021","34","2"
"G55013104702022","551314702022","36","2"
"G55013104702023","551314702023","40","3"
"G55013104702024","551314702024","36","2"
"G55013104702031","551314702031","57","5"
"G55013104702032","551314702032","65","6"
"G55013104702033","551314702033","43","3"
"G55013104702041","551314702041","24","1"
"G55013104702042","551314702042","24","1"
"G55013302001011","551332001011","45","3"
"G55013302001012","551332001012","41","3"
"G55013302001013","551332001013","42","3"
"G55013302001014","551332001014","46","3"
"G55013302001021","551332001021","49","4"
"G55013302001022","551332001022","49","4"
"G55013302001023","551332001023","44","3"
"G55013302001024","551332001024","50","4"
"G55013302001031","551332001031","45","3"
"G55013302001032","551332001032","67","7"
"G55013302001033","551332001033","50","4"
"G55013302002011","551332002011","29","1"
"G55013302002012","551332002012","43","3"
"G55013302002013","551332002013","25","1"
"G55013302002021","551332002021","48","4"
"G55013302002022","551332002022","49","4"
"G55013302002023","551332002023","33","2"
"G55013302003001","551332003001","35","2"
"G55013302003002","551332003002","44","3"
"G55013302003003","551332003003","43","3"
"G55013302003004","551332003004","14","1"
"G55013302004001","551332004001","19","1"
"G55013302004002","551332004002","24","1"
"G55013302004003","551332004003","27","1"
"G55013302004004","551332004004","27","1"
"G55013302005001","551332005001","20","1"
"G55013302005002","551332005002","24","1"
"G55013302005003","551332005003","28","1"
"G55013302006001","551332006001","65","6"
"G55013302006002","551332006002","70","7"
"G55013302007001","551332007001","33","2"
"G55013302007002","551332007002","31","2"
"G55013302007003","551332007003","27","1"
"G55013302008011","551332008011","9","1"
"G55013302008012","551332008012","24","1"
"G55013302008013","551332008013","30","1"
"G55013302008014","551332008014","29","1"
"G55013302008031","551332008031","25","1"
"G55013302008032","551332008032","25","1"
"G55013302008033","551332008033","25","1"
"G55013302008041","551332008041","45","3"
"G55013302008042","551332008042","19","1"
"G55013302008043","551332008043","30","1"
"G55013302009011","551332009011","32","2"
"G55013302009012","551332009012","27","1"
"G55013302009013","551332009013","36","2"
"G55013302009021","551332009021","23","1"
"G55013302009022","551332009022","24","1"
"G55013302009023","551332009023","27","1"
"G55013302009024","551332009024","24","1"
"G55013302010011","551332010011","29","1"
"G55013302010012","551332010012","14","1"
"G55013302010021","551332010021","21","1"
"G55013302010022","551332010022","20","1"
"G55013302010023","551332010023","23","1"
"G55013302010024","551332010024","18","1"
"G55013302011011","551332011011","23","1"
"G55013302011012","551332011012","19","1"
"G55013302011013","551332011013","34","2"
"G55013302011014","551332011014","25","1"
"G55013302011021","551332011021","30","1"
"G55013302011022","551332011022","33","2"
"G55013302011023","551332011023","25","1"
"G55013302012011","551332012011","19","1"
"G55013302012012","551332012012","33","2"
"G55013302012031","551332012031","31","2"
"G55013302012032","551332012032","34","2"
"G55013302012041","551332012041","36","2"
"G55013302012042","551332012042","6","1"
"G55013302012051","551332012051","14","1"
"G55013302012052","551332012052","28","1"
"G55013302013001","551332013001","40","3"
"G55013302013002","551332013002","43","3"
"G55013302013003","551332013003","40","3"
"G55013302013004","551332013004","38","2"
"G55013302014021","551332014021","37","2"
"G55013302014022","551332014022","38","2"
"G55013302014023","551332014023","41","3"
"G55013302014024","551332014024","34","2"
"G55013302014031","551332014031","67","7"
"G55013302014032","551332014032","48","4"
"G55013302014033","551332014033","36","2"
"G55013302014041","551332014041","34","2"
"G55013302014042","551332014042","35","2"
"G55013302014043","551332014043","34","2"
"G55013302015041","551332015041","34","2"
"G55013302015042","551332015042","18","1"
"G55013302015043","551332015043","36","2"
"G55013302015051","551332015051","37","2"
"G55013302015052","551332015052","32","2"
"G55013302015061","551332015061","33","2"
"G55013302015062","551332015062","28","1"
"G55013302015063","551332015063","36","2"
"G55013302015064","551332015064","50","4"
"G55013302015071","551332015071","25","1"
"G55013302015072","551332015072","20","1"
"G55013302015073","551332015073","26","1"
"G55013302015081","551332015081","36","2"
"G55013302015082","551332015082","38","2"
"G55013302016001","551332016001","42","3"
"G55013302016002","551332016002","29","1"
"G55013302016003","551332016003","22","1"
"G55013302016004","551332016004","42","3"
"G55013302017011","551332017011","34","2"
"G55013302017012","551332017012","32","2"
"G55013302017013","551332017013","34","2"
"G55013302017014","551332017014","33","2"
"G55013302017031","551332017031","32","2"
"G55013302017032","551332017032","31","2"
"G55013302017033","551332017033","30","1"
"G55013302017034","551332017034","30","1"
"G55013302017041","551332017041","30","1"
"G55013302017042","551332017042","29","1"
"G55013302017043","551332017043","29","1"
"G55013302017044","551332017044","27","1"
"G55013302018001","551332018001","35","2"
"G55013302019001","551332019001","24","1"
"G55013302019002","551332019002","17","1"
"G55013302019003","551332019003","19","1"
"G55013302020011","551332020011","27","1"
"G55013302020012","551332020012","31","2"
"G55013302020013","551332020013","17","1"
"G55013302020021","551332020021","25","1"
"G55013302020022","551332020022","29","1"
"G55013302020023","551332020023","33","2"
"G55013302020024","551332020024","35","2"
"G55013302021011","551332021011","29","1"
"G55013302021012","551332021012","28","1"
"G55013302021013","551332021013","28","1"
"G55013302021021","551332021021","46","3"
"G55013302021022","551332021022","46","3"
"G55013302021023","551332021023","28","1"
"G55013302021024","551332021024","21","1"
"G55013302021031","551332021031","27","1"
"G55013302021032","551332021032","21","1"
"G55013302022011","551332022011","33","2"
"G55013302022012","551332022012","34","2"
"G55013302022013","551332022013","28","1"
"G55013302022014","551332022014","32","2"
"G55013302022031","551332022031","38","2"
"G55013302022032","551332022032","50","4"
"G55013302022041","551332022041","70","7"
"G55013302022042","551332022042","64","6"
"G55013302022043","551332022043","48","4"
"G55013302023011","551332023011","63","6"
"G55013302023012","551332023012","42","3"
"G55013302023013","551332023013","34","2"
"G55013302023031","551332023031","66","7"
"G55013302023032","551332023032","66","7"
"G55013302023033","551332023033","53","4"
"G55013302023041","551332023041","60","6"
"G55013302023042","551332023042","60","6"
"G55013302023043","551332023043","60","6"
"G55013302023044","551332023044","60","6"
"G55013302024001","551332024001","36","2"
"G55013302024002","551332024002","42","3"
"G55013302024003","551332024003","46","3"
"G55013302024004","551332024004","50","4"
"G55013302025001","551332025001","50","4"
"G55013302025002","551332025002","61","6"
"G55013302025003","551332025003","47","3"
"G55013302025004","551332025004","45","3"
"G55013302025005","551332025005","60","6"
"G55013302026001","551332026001","63","6"
"G55013302026002","551332026002","61","6"
"G55013302026003","551332026003","GQ","GQ"
"G55013302027001","551332027001","77","8"
"G55013302027002","551332027002","77","8"
"G55013302028001","551332028001","61","6"
"G55013302028002","551332028002","55","5"
"G55013302028003","551332028003","61","6"
"G55013302029011","551332029011","45","3"
"G55013302029012","551332029012","47","3"
"G55013302029013","551332029013","48","4"
"G55013302029014","551332029014","50","4"
"G55013302029021","551332029021","54","5"
"G55013302029022","551332029022","36","2"
"G55013302029023","551332029023","38","2"
"G55013302030001","551332030001","68","7"
"G55013302030002","551332030002","55","5"
"G55013302031031","551332031031","56","5"
"G55013302031032","551332031032","53","4"
"G55013302031033","551332031033","52","4"
"G55013302031034","551332031034","63","6"
"G55013302031035","551332031035","55","5"
"G55013302031041","551332031041","77","8"
"G55013302031042","551332031042","33","2"
"G55013302031051","551332031051","40","3"
"G55013302031052","551332031052","30","1"
"G55013302031053","551332031053","36","2"
"G55013302031061","551332031061","34","2"
"G55013302031062","551332031062","42","3"
"G55013302031063","551332031063","51","4"
